,MSE,MAE,MAPE
MOH,90.74297677611365,7.945465618631114,2.5811125638184853
MOS,16.736075268632547,3.1595617211383322,5.811866896436816
MPC,10.792141583276798,2.6806862540867007,3.5576783367754383
MPWR,644.9541567241774,20.277624246348505,4.714931441990562
MRK,1.8063670256903965,1.0145876677139947,1.3189757112312854
MRNA,212.18407828255823,11.81690090013587,6.955579753983276
MRO,1.243154454045156,0.8806390015975292,4.050392398692358
MS,10.39918641985556,2.660226440429688,3.126962931119944
MSCI,614.6660041206637,20.75108934485394,4.322759281575435
MSFT,97.28619560742872,8.245496534264605,2.8631433836617206
MSI,44.5878470125527,5.221207859205162,2.350040031959288
MTB,37.6031015593923,5.000767450747283,3.1934815777082326
MTCH,43.01933471965348,5.179416357952613,5.285422675021762
MTD,2241.3425211605822,37.337491508152176,2.6560921248685516
MU,12.713514082765448,2.7394682511039403,3.41620897048861
NCLH,1.1913958398716282,0.8880112772402556,4.643832761553126
NDAQ,2.7153480743662874,1.353739066745924,2.4208748398282287
NDSN,30.728098919534176,4.415607750934102,1.9825227789162008
NEE,4.2717367075641794,1.5562484741210938,2.1071211279059328
NEM,5.464580163812524,1.7490805916164234,2.7564090108628347
NFLX,1965.0086663107063,31.448563816236412,10.974075051139279
NI,0.4814642130711074,0.5925930520762566,2.1838362325965086
NKE,21.5256145308842,3.8257074107294495,2.9750850644413083
NOC,214.72118112283715,11.67426625127378,2.8420216457943837
NOW,737.7870211383653,21.648002027428667,3.9450748636756883
NRG,0.9586073343311792,0.7731295046599015,2.108217355259762
NSC,67.53491742078047,6.37040909476902,2.5498174269930516
NTAP,13.247600915028622,2.8353581967561143,3.753838782472295
NTRS,11.967976733370996,2.4975485096807057,2.3690726265938027
NUE,54.870387082625406,5.714620772652003,4.5667015422916934
NVDA,3.7610855005408825,1.6108044499936311,6.908693006236175
NVR,19595.847064573867,112.2400730298913,2.2512711448540244
NWS,0.5459153850865935,0.5558651799741002,2.760628340187491
NWSA,0.493944464918762,0.5571472499681553,2.7225514300761993
NXPI,48.04580627879856,5.568882685122283,3.0503920438104943
O,3.2759517704687116,1.4601212542989985,2.411949798920622
ODFL,37.074386862623406,4.886597409455672,3.335512796901151
OKE,6.921758207734348,2.099230127749236,3.7333845108968733
OMC,6.309643407486779,1.8426273843516474,2.538871697870952
ON,9.33140876320287,2.4485593049422554,4.128064491788541
ORCL,8.757232621914973,2.1346813036047894,2.678105579256706
ORLY,520.5635918139764,16.189815090013585,2.476270602429941
OXY,53.08022384083474,5.4699652464493465,10.28339562182828
PANW,68.11540608869302,6.3378078294836975,3.535491842484182
PARA,2.5828092866793284,1.2125346142312756,4.104666921670613
PAYC,247.22078024302814,11.968694272248642,3.5801256587871095
PAYX,15.12633023486908,3.1295394897460938,2.652618406284014
PCAR,1.6237624555904642,0.9718531069548234,1.8228324963716533
PCG,0.1560117730208176,0.3246011236439579,2.6884092001133717
PEG,1.050288446311985,0.8217791681704312,1.3290101528836
PEP,11.276848401317531,2.865365600585936,1.8300810035713124
PFE,3.9123581891428962,1.6194513072138248,3.45171530238543
PFG,6.559545246546243,2.1848927705184273,3.3038260725189623
PG,14.171278991078468,3.1700239098590353,2.1591762502401783
PGR,5.831275598032134,1.9312777975331168,1.7863249588633132
PH,46.54677829735143,5.456803562330163,1.951166047303229
PHM,2.4772947722589143,1.2935981750488281,2.752915276274023
PKG,10.804302632888657,2.427072010869565,1.7675293069172149
PLD,32.747024317999355,4.072189662767493,2.9545098598713264
PM,4.820687978960695,1.632088968028193,1.8604583438636313
PNC,36.439317705504514,4.609522147800611,2.6779241683428423
PNR,1.9853508716092294,1.1069448056428328,1.9260444819033935
PNW,1.20145419771611,0.897230397100034,1.4000769158345898
PODD,216.55089056657465,11.641403065557066,4.895092535602819
POOL,243.78892046226096,12.438409158457876,2.81478712721135
PPG,17.953247651533708,3.1817768926205843,2.4166372924166026
PPL,0.4180631383441757,0.5644864953082539,2.1502615155748663
PRU,9.07623387920902,2.537415147864299,2.5704593054555334
PSA,111.48558115957547,7.657958984375,2.456247606795746
PSX,14.262252200917093,3.1535608374554176,4.035277836922028
PTC,13.925485310133595,2.869085029933764,2.5612326984651057
PWR,19.72941208399082,3.5786065143087638,3.1529420834030897
PYPL,64.34632947280772,5.700729967200238,4.9172050390794695
QCOM,40.655430467994684,5.057290118673573,3.3259015286400606
QRVO,28.18365429073583,4.515735194994057,3.5433441333511526
RCL,19.960796793942883,3.7060627481211768,4.926617591982066
REG,3.428067725249464,1.4961514680281924,2.382900025893418
REGN,385.87086009146725,15.487632154381794,2.4161202012022076
RF,0.5438923536456611,0.6012801626454227,2.991841390704995
RJF,20.21610499479171,3.647621420155401,3.6324103590049437
RL,28.816484842670107,4.171450540293818,4.028092124211984
RMD,84.14442164636941,7.517119963272756,3.2756059406456455
ROK,197.30976338968006,10.971860139266305,4.327345944323464
ROL,0.6083099246558765,0.6101822396983271,1.9329435590646895
ROP,99.5082248831087,8.28481604534647,1.845928181595239
ROST,12.17468261504141,2.532870085343071,2.7778447206760184
RSG,8.15295219289534,2.299018594493037,1.8491338098014114
RTX,10.30701265042476,2.597024204420007,2.908250955953134
RVTY,48.1483341009518,5.697139308763587,3.406751974366055
SBAC,126.8027994670216,9.392543892238447,2.853673597569947
SBUX,8.931383864576533,2.3813588018002734,2.7540356830640618
SCHW,12.15159890034183,2.845220383353855,3.5873990427548463
SHW,81.61368883168325,6.776074218749999,2.4758513085811216
SJM,12.323710110637302,2.4043041063391644,1.9389125645725025
SLB,2.563732956816998,1.2546446261198625,3.3967163587730322
SMCI,8.286525667345396,1.9532828952955164,4.423876689156432
SNA,22.107361533037277,3.6927210268767006,1.8434094538495427
SNPS,169.56760059656656,10.968342922044837,3.5394051914705846
SO,1.5202089939935821,0.9728590260381283,1.5384130086331307
SPG,11.735756102728212,2.6920993307362453,2.348818036297118
SPGI,110.15428136283452,8.526020879330842,2.1919922576566946
SRE,4.194272602384192,1.5734928296959918,2.1809953471133086
STE,40.627772090719674,5.123491768215013,2.273851743329729
STLD,15.001540707472621,2.952765290633492,4.175854547600804
STT,11.507450993015919,2.603823520826257,3.3192094110364985
STX,13.889970220562628,2.88822432808254,3.3071318461469117
STZ,68.31107141014759,7.186340862771742,3.1278789269588567
SWK,23.298174231970656,3.6922586855681043,2.620367498752859
SWKS,17.94581710553687,3.392868307362432,2.7758014111438625
SYF,2.562548625633613,1.3430450937022334,3.5469906243552702
SYK,48.70642831887563,5.6342529296875,2.2608025068723183
SYY,8.270210676128045,2.5075293499490487,3.274870777732755
T,0.13203043399864878,0.2788973269255266,1.7337083022188666
TAP,1.5385923492252755,0.9783137114151664,2.057527953844651
TDG,287.37640701216526,13.170426078464674,2.2502965149350653
TDY,97.85923156501012,8.092601212211285,1.894318197690407
TECH,36.90145803071033,4.809592736285666,4.831332391169265
TEL,14.595713766202655,3.009025242017664,2.2695030037754105
TER,29.521092926993784,3.9400582355001696,3.2169739780403726
TFC,2.357494028595671,1.2593507849651835,2.455684232222249
TFX,97.45373607179879,7.607748545771059,2.477953540127164
TGT,142.6932839226079,7.466039906377376,4.019046240197054
TJX,3.095895654811277,1.4153610561204997,2.269935619706053
TMO,325.81958222207817,14.255520762567935,2.5149543904052574
TMUS,17.957256593085493,3.2006402057150125,2.682187444358524
TPR,3.386860322172097,1.349486674433169,4.193518031701576
TRGP,3.9740204169708506,1.4895425547724181,2.3963603663336333
TRMB,5.508649921954778,1.8325441443401835,2.5895502081293698
TROW,19.430453474234042,3.482956795070483,2.584657441601226
TRV,11.678069575191678,2.840387493631114,1.7518187037783808
TSCO,88.27935600124863,7.5484446649966,3.7423416096177107
TSLA,343.6463346524487,14.869652789572012,4.8843207166551315
TSN,4.234902523388659,1.6049396680748982,1.910063239728835
TT,21.65462605063398,3.8722540813943604,2.506313968836047
TTWO,42.63842701653179,4.775385582965352,3.3316311932076057
TXN,19.72300176978233,3.5920642355213994,2.1787900669408313
TXT,5.65627220281281,1.846426358430282,2.6445401202220125
TYL,298.55380333901735,13.29820397418478,3.0948338710268493
UAL,7.85946265828983,2.231014417565387,5.11138959334785
UBER,3.3049726194695133,1.459318741508152,4.440948153576469
UDR,1.3868922993464836,0.9079636946968408,1.828170410395401
UHS,18.26828635602015,2.780081442128057,2.1114969108059722
ULTA,134.24803011613363,9.448600968070648,2.4701053171688616
UNH,131.77429453256832,9.276427426545519,1.9663267099624002
UNP,35.507716801303,4.617710412066916,1.9803207132249905
UPS,49.368346494252,5.087512074346128,2.763242334971114
URI,176.8023919122621,10.731431247877047,3.4684904010060356
USB,4.695716083750795,1.8455950529679006,3.705129101509066
V,46.68381822949434,4.933656642747959,2.3691439263562306
VICI,0.5433532645166652,0.5774998208750849,2.3450848289692163
VLO,15.08255494684968,3.118195177161175,3.5303161355824515
VMC,19.781833033302156,3.4933664073114814,1.9677245746658882
VRSK,33.542347032546424,4.605403070864468,2.3517283533220334
VRSN,39.82489694895668,4.832073045813519,2.327898085218277
VRTX,50.3764065603908,5.4531845756199075,2.18539733608053
VST,0.5194009219119754,0.5931925234587295,2.6969502482022105
VTR,3.5986111790055673,1.6257225368333899,3.2275412167651787
VTRS,0.35063695705537845,0.4011705813200576,3.954480979886024
VZ,0.8398143492594778,0.6532993150793985,1.4891969781724501
WAB,7.199675801154936,2.1398158197817594,2.3645898524753397
WAT,199.44973521925832,11.848669964334238,3.6917372549283276
WBA,1.1716376378660283,0.843758193306301,2.096953864275738
WBD,2.038974591839739,1.1872999108355977,4.840959820982622
WDC,5.750677276499636,1.853642073921535,3.3492751578160633
WEC,2.641086743539197,1.2941127611243197,1.4408404758738467
WELL,5.190053758155251,1.941480885381284,2.369722344594807
WFC,3.4973740753300135,1.532020900560462,3.2395844126563773
