,MSE,MAE
MDLZ,2.1251501462003466,1.2389065618100374
MDT,5.631182771119911,1.8269123243248981
MET,2.8087652131197616,1.412622766909392
META,204.25881982188596,9.698762047809103
MGM,5.433024846184955,1.9130053644594927
MHK,39.890849177021536,4.721777675462803
MKC,5.544313821594894,1.713459512461787
MKTX,298.3910123310963,12.58789712657099
MLM,104.24484565168943,8.503446628736413
MMC,13.630685120086063,2.956457917586617
MMM,4.135090470009828,1.5898959615956187
MNST,1.3856254837322606,0.885576231583305
MO,1.0024527946394688,0.8229270271632977
MOH,81.46779050256895,7.61490478515625
MOS,33.31739546139298,4.780788305531377
MPC,4.357277351598078,1.6406394626783298
MPWR,635.7412497055108,19.984228515625
MRK,2.508333040277838,1.2858214005180026
MRNA,145.88682182572842,9.721459297511888
MRO,1.4046298397082155,0.9669721437537154
MS,21.309388964919822,3.84937279742697
MSCI,528.3211809139942,19.14024419369905
MSFT,68.23779555247367,6.882880169412364
MSI,35.03208669087362,4.838613626231316
MTB,34.43692059586959,4.764094609799592
MTCH,86.74881556439257,7.688518159285834
MTD,2165.209412885231,36.80640497622283
MU,15.197511604733501,3.030577750827955
NCLH,1.2352934712555472,0.900117940488069
NDAQ,4.9608452743426765,1.7891210473102077
NDSN,47.92379267233345,5.586027062457541
NEE,6.1378406674029184,1.8957142042077106
NEM,8.28451809324653,2.321205470872962
NFLX,1539.7640956386863,27.738336314325746
NI,0.2227158132021547,0.37016692783521554
NKE,28.90222288100151,4.412634675399118
NOC,197.2178830896788,10.316306205417803
NOW,880.0685362385343,23.570455269191577
NRG,1.6533527377185555,1.060588670813519
NSC,50.037013679467435,5.4299695885699695
NTAP,8.591519851859346,2.433353722613791
NTRS,12.735495141199678,2.66123000435207
NUE,109.34792554005375,8.630044157608696
NVDA,1.7164600128577145,1.0615184783935547
NVR,23127.05943865776,122.35933678668478
NWS,0.5616120184314284,0.5870245892068616
NWSA,1.1950387921397831,0.8821420918340265
NXPI,49.13677493586285,5.6375083591627035
O,2.4426535385722836,1.3063717717709753
ODFL,46.642330394530894,5.678301404870075
OKE,9.61011482864105,2.77578526372495
OMC,7.815140211761489,2.084679346499236
ON,10.738598850149657,2.6257587930430537
ORCL,8.592637517982489,2.091201516856318
ORLY,749.0670321655662,18.871535326086956
OXY,48.47450983952738,5.858724610701851
PANW,74.6000032024398,6.653897094726564
PARA,4.1253830086700525,1.603663137684698
PAYC,236.82157810295567,11.687451967985734
PAYX,12.596846878149487,2.8874018793520726
PCAR,1.759445469334605,1.0396893376889436
PCG,0.1930818413891676,0.372908716616423
PEG,1.0043705401543532,0.7898230179496434
PEP,8.67359806409754,2.1936817998471483
PFE,2.4615451212478896,1.2616997760275135
PFG,4.438263543058723,1.719539277449898
PG,9.89691245733436,2.5556137748386547
PGR,5.844400621838258,1.9330043626868192
PH,90.35695116178579,7.541927171790081
PHM,2.5315483760129185,1.3104854417883833
PKG,14.686526303574363,2.87769019085428
PLD,26.589115452727956,3.594828331988791
PM,5.172637744727241,1.7914646977963655
PNC,27.59137614452402,4.080170473845109
PNR,2.629812039282177,1.3623941504436992
PNW,1.8370374155936908,1.153800632642663
PODD,230.7418196066667,12.216854062287704
POOL,226.02979246506698,12.24372054390285
PPG,15.621569680767236,3.0596592778744904
PPL,0.999943213176068,0.9178732167119564
PRU,8.362141301638298,2.27012242856233
PSA,101.50644998397354,7.7178554369055705
PSX,15.289171314712377,3.3017064965289573
PTC,17.60268182525281,3.186251764712127
PWR,19.95835608458955,3.63233642578125
PYPL,132.2135758817181,8.58828065291695
QCOM,39.99060588894392,5.030498073412025
QRVO,28.65969025523038,4.469395911175272
RCL,12.495388537381256,2.8285786172618037
REG,2.7825646102561303,1.3116879338803498
REGN,380.91402333210345,15.056971807065217
RF,0.6102728185187277,0.6521509087604024
RJF,14.544605816276649,3.1081720103388255
RL,17.34411095910523,3.1991683296535327
RMD,95.4973403617881,7.87500703231148
ROK,87.88080699953818,7.090896341075068
ROL,0.7953625315549134,0.6983061417289405
ROP,92.75033248054756,7.9947358504585635
ROST,12.170281927073477,2.500226294476053
RSG,6.149503879619098,2.021412924061651
RTX,5.4748129483479415,1.8778086123259177
RVTY,45.35636559379409,5.494872781504755
SBAC,120.91859057544036,9.160754394531246
SBUX,15.070589094642944,3.1071423737899133
SCHW,16.921151264637086,3.3159580064856486
SHW,66.52444189614008,6.528039020040761
SJM,10.184688868610516,2.4718808381453807
SLB,6.328052724708972,2.086323762976605
SMCI,6.176668808522948,1.5920989990234375
SNA,20.346324459661776,3.490332031250001
SNPS,159.14531867026315,10.471261463994566
SO,1.86516024039428,1.0878018918244732
SPG,19.297874625037323,3.5168896219004777
SPGI,161.52163919256594,10.45916880731997
SRE,7.483217747675119,2.356718677023183
STE,69.94992403541488,7.015539020040761
STLD,11.646097390942716,2.5884651847507643
STT,8.518881544996807,2.4644933617633322
STX,11.26434977660866,2.6273363196331516
STZ,31.56725536485042,4.643831866720452
SWK,87.35488758771326,7.983524289338485
SWKS,24.055639596356315,3.8897125244140627
SYF,2.250013986599104,1.236244185074516
SYK,47.965564291009095,5.605650793987771
SYY,18.584853330954058,3.97918701171875
T,0.146129769836728,0.3013581234475841
TAP,1.5929100369624596,1.000352610712466
TDG,257.3379907520973,12.323601233440897
TDY,157.71197587688997,10.240467900815222
TECH,18.084531360040632,3.2399656876273797
TEL,15.003560357224496,2.9780737172002367
TER,33.19332933623862,4.058150117293647
TFC,3.711438208751623,1.570063649053159
TFX,189.2496021117934,9.70567918860394
TGT,117.53620373576514,7.109263146441916
TJX,3.3375222909345266,1.4332075699515967
TMO,319.81133007799156,14.137833835767664
TMUS,9.457184974561722,2.3512114151664387
TPR,2.3119034504654254,1.1399019158404804
TRGP,14.888193148950307,3.4392923106317936
TRMB,5.332885950328359,1.8326814402704668
TROW,30.480268614044736,4.357486094599185
TRV,7.858520181847574,2.206159376061481
TSCO,53.11256115404768,5.694002234417459
TSLA,576.3089638048295,20.349528171705163
TSN,4.406528632406083,1.6475907698921535
TT,17.386684128706356,3.3932182643724516
TTWO,40.38741481783849,4.794122513480808
TXN,14.869910982010238,3.1833656642747963
TXT,5.881995549017398,1.9259314827297045
TYL,269.37023204467044,12.959924051036001
UAL,6.0522822049975336,1.8715365202530572
UBER,3.364220997822027,1.4588151517121688
UDR,1.5191196506607605,0.9745912634808082
UHS,18.732466201565686,3.0689995143724524
ULTA,245.81708598431672,12.974233079993201
UNH,114.21399132399627,8.572987166694976
UNP,37.647017484057045,4.883938200577447
UPS,37.61601896180121,4.098263815174932
URI,527.7318085280375,19.890274976647433
USB,4.377259822080984,1.7673907736073367
V,41.75218075596849,4.844208825152855
VICI,1.2945753665267659,0.9616307465926458
VLO,14.775034955609463,3.0974699932595957
VMC,25.224135362470278,4.073353377632473
VRSK,45.679932308085654,5.445672209366506
VRSN,51.074608436506225,5.584191894531251
VRTX,46.23914476404697,5.127845299762231
VST,0.4709820625166605,0.5336152118185291
VTR,2.8114049039305304,1.3943784630816918
VTRS,0.22859022669113263,0.3060032222581945
VZ,0.7774168861161859,0.6323575227156929
WAB,6.75026440396399,2.0629491391389267
WAT,87.09165163892118,7.565383513077446
WBA,1.2147203533548319,0.8643139383067255
WBD,1.9264327553524787,1.0981276470681895
WDC,6.126509317656868,1.9178830022397246
WEC,3.3947182358809433,1.4767843495244557
WELL,3.2448586671243667,1.4728648973547893
WFC,2.93298610701218,1.4034778429114299
WM,11.563128142036575,2.667998338782269
WMB,1.470167337343352,1.0163756494936738
WMT,1.8270608598261362,0.8643576912257982
WRB,0.7084202102456325,0.7071274467136549
WST,525.9622816110923,18.437798806895387
WTW,26.045407656102388,3.7034575089164394
WY,1.1117093811689815,0.8521228956139606
WYNN,14.97850554741504,3.0399014016856323
XEL,1.0164213204060408,0.8080052251401152
XOM,7.340915848377017,2.1376233308211616
XYL,9.066817570513663,2.1692138008449393
YUM,8.690473887710528,2.414655801524286
ZBH,8.916529882409232,2.2980794491975214
ZBRA,492.20235095328593,18.141786260190212
ZTS,52.70500277176341,5.523539932914403
